ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
APPL.L,TD,2017-08-16,2017-08-19,ICP0564,Credit,800,Outright
GOOGL.OQ,SD,2016-06-16,2016-06-16,ICP2577,Credit,600,Outright
IBM.OQ,SD,2017-09-24,2017-09-24,ICP4339,Credit,2000,Outright
F.N,TD,2016-01-18,2016-01-21,ICP7036,Credit,1600,Outright
TSLA.N,TD,2016-01-25,2016-01-28,ICP8201,Credit,1800,Outright
AMZN.L,TD,2016-03-11,2016-03-14,ICP8827,Credit,1700,Outright
TSLA.OQ,TD,2017-10-12,2017-10-15,ICP3078,Debit,100,Outright
FB.L,SD,2017-05-23,2017-05-23,ICP4027,Debit,1400,Outright
GOOGL.N,TD,2016-07-03,2016-07-06,ICP8933,Credit,1700,Outright
TSLA.L,SD,2017-10-21,2017-10-21,ICP2213,Credit,1900,Outright
AMZN.OQ,SD,2017-11-07,2017-11-07,ICP5656,Credit,200,Outright
FB.OQ,TD,2016-06-03,2016-06-06,ICP9271,Credit,100,Outright
AMZN.OQ,SD,2016-11-24,2016-11-24,ICP0631,Credit,200,Outright
AMZN.OQ,SD,2017-06-07,2017-06-07,ICP1670,Debit,100,Outright
APPL.L,SD,2016-11-25,2016-11-25,ICP8791,Debit,200,Outright
IBM.OQ,SD,2016-12-12,2016-12-12,ICP8887,Credit,1400,Outright
AMZN.N,TD,2016-02-22,2016-02-25,ICP6845,Credit,1800,Outright
DIS.N,SD,2016-11-13,2016-11-13,ICP3510,Debit,400,Outright
AMZN.N,SD,2017-05-19,2017-05-19,ICP1076,Credit,1900,Outright
IBM.L,SD,2016-11-20,2016-11-20,ICP3693,Credit,1600,Outright
DIS.L,TD,2017-11-14,2017-11-17,ICP7063,Credit,1800,Outright
APPL.OQ,TD,2017-07-03,2017-07-06,ICP5939,Credit,900,Outright
FB.OQ,SD,2017-12-22,2017-12-22,ICP7291,Debit,400,Outright
IBM.OQ,TD,2017-01-18,2017-01-21,ICP4361,Debit,2000,Outright
F.L,TD,2017-05-02,2017-05-05,ICP1819,Debit,400,Outright
IBM.L,TD,2017-05-19,2017-05-22,ICP1688,Debit,1100,Outright
IBM.OQ,TD,2017-11-14,2017-11-17,ICP7010,Debit,1300,Outright
TSLA.L,SD,2016-09-16,2016-09-16,ICP6573,Debit,1100,Outright
DIS.L,TD,2016-08-15,2016-08-18,ICP4814,Debit,2000,Outright
AMZN.OQ,TD,2016-10-05,2016-10-08,ICP5121,Debit,1200,Outright
AMZN.N,SD,2016-12-13,2016-12-13,ICP9059,Debit,800,Outright
APPL.N,TD,2017-02-09,2017-02-12,ICP9567,Debit,2000,Outright
TSLA.OQ,SD,2016-05-19,2016-05-19,ICP7600,Debit,2000,Outright
APPL.OQ,SD,2016-12-11,2016-12-11,ICP2547,Debit,400,Outright
APPL.L,TD,2016-08-09,2016-08-12,ICP8418,Credit,1700,Outright
F.OQ,SD,2016-04-22,2016-04-22,ICP3353,Credit,300,Outright
TSLA.OQ,TD,2016-12-03,2016-12-06,ICP2491,Credit,400,Outright
IBM.N,TD,2017-12-10,2017-12-13,ICP5886,Credit,500,Outright
TSLA.L,TD,2016-11-24,2016-11-27,ICP3771,Debit,1300,Outright
DIS.N,TD,2017-04-07,2017-04-10,ICP7977,Credit,500,Outright
TSLA.OQ,SD,2016-12-11,2016-12-11,ICP0067,Debit,400,Outright
APPL.L,TD,2017-08-10,2017-08-13,ICP6109,Debit,1600,Outright
DIS.L,SD,2016-02-27,2016-02-27,ICP3851,Debit,400,Outright
DIS.OQ,TD,2016-12-02,2016-12-05,ICP2399,Credit,200,Outright
F.OQ,TD,2016-10-16,2016-10-19,ICP1424,Credit,1800,Outright
IBM.OQ,SD,2017-10-16,2017-10-16,ICP7162,Credit,500,Outright
F.L,SD,2017-11-27,2017-11-27,ICP9951,Credit,1600,Outright
GOOGL.N,SD,2016-09-09,2016-09-09,ICP5893,Credit,700,Outright
TSLA.OQ,TD,2016-05-26,2016-05-29,ICP4174,Debit,1600,Outright
GOOGL.L,TD,2017-10-23,2017-10-26,ICP6320,Credit,1000,Outright
TSLA.N,TD,2016-06-19,2016-06-22,ICP1329,Debit,1200,Outright
AMZN.OQ,SD,2016-05-18,2016-05-18,ICP7090,Credit,500,Outright
IBM.N,SD,2016-11-26,2016-11-26,ICP8415,Credit,500,Outright
F.OQ,TD,2016-03-28,2016-03-31,ICP5594,Credit,1800,Outright
IBM.L,SD,2016-02-10,2016-02-10,ICP9272,Debit,1800,Outright
TSLA.OQ,SD,2016-05-17,2016-05-17,ICP3724,Credit,700,Outright
IBM.L,TD,2017-05-16,2017-05-19,ICP9254,Credit,1700,Outright
APPL.L,SD,2017-02-28,2017-02-28,ICP6870,Credit,1000,Outright
APPL.L,TD,2017-09-19,2017-09-22,ICP1318,Debit,500,Outright
GOOGL.N,TD,2016-02-05,2016-02-08,ICP9535,Credit,2000,Outright
GOOGL.OQ,SD,2016-11-03,2016-11-03,ICP5270,Debit,1300,Outright
F.N,TD,2017-12-07,2017-12-10,ICP0179,Credit,1200,Outright
APPL.OQ,SD,2017-08-28,2017-08-28,ICP0736,Debit,2000,Outright
IBM.N,TD,2017-04-07,2017-04-10,ICP2948,Credit,1200,Outright
GOOGL.L,TD,2017-06-19,2017-06-22,ICP0659,Credit,300,Outright
GOOGL.OQ,TD,2017-07-13,2017-07-16,ICP5542,Credit,1800,Outright
APPL.OQ,TD,2017-02-19,2017-02-22,ICP2566,Debit,600,Outright
TSLA.OQ,TD,2017-04-11,2017-04-14,ICP3042,Debit,1100,Outright
IBM.OQ,SD,2017-09-08,2017-09-08,ICP1593,Credit,1500,Outright
DIS.N,TD,2017-10-22,2017-10-25,ICP3746,Credit,700,Outright
GOOGL.OQ,TD,2017-07-21,2017-07-24,ICP8884,Debit,200,Outright
DIS.OQ,TD,2016-07-03,2016-07-06,ICP8086,Debit,1900,Outright
IBM.N,SD,2016-07-11,2016-07-11,ICP1234,Credit,200,Outright
IBM.OQ,SD,2016-11-08,2016-11-08,ICP5375,Debit,700,Outright
IBM.OQ,SD,2016-07-28,2016-07-28,ICP8677,Credit,1300,Outright
F.OQ,SD,2017-08-13,2017-08-13,ICP8344,Debit,800,Outright
TSLA.OQ,TD,2016-08-23,2016-08-26,ICP2959,Credit,2000,Outright
DIS.L,SD,2017-03-22,2017-03-22,ICP6751,Credit,1400,Outright
F.L,SD,2017-01-04,2017-01-04,ICP9625,Credit,500,Outright
AMZN.N,TD,2017-04-01,2017-04-04,ICP7449,Debit,1500,Outright
DIS.N,SD,2016-02-15,2016-02-15,ICP3691,Debit,1600,Outright
DIS.N,TD,2016-06-04,2016-06-07,ICP3735,Credit,1600,Outright
GOOGL.OQ,TD,2017-04-06,2017-04-09,ICP4564,Debit,800,Outright
F.L,SD,2017-01-07,2017-01-07,ICP4804,Credit,1000,Outright
FB.L,SD,2017-08-18,2017-08-18,ICP3012,Debit,500,Outright
F.L,SD,2017-05-09,2017-05-09,ICP3027,Debit,1100,Outright
GOOGL.OQ,TD,2017-11-14,2017-11-17,ICP5426,Credit,1600,Outright
DIS.N,SD,2017-02-09,2017-02-09,ICP4202,Debit,200,Outright
F.OQ,SD,2016-06-21,2016-06-21,ICP7701,Credit,300,Outright
AMZN.N,SD,2017-07-13,2017-07-13,ICP7794,Debit,1800,Outright
TSLA.OQ,SD,2016-09-06,2016-09-06,ICP2434,Credit,1400,Outright
AMZN.N,TD,2017-05-11,2017-05-14,ICP7774,Debit,200,Outright
DIS.N,TD,2016-12-02,2016-12-05,ICP0586,Debit,400,Outright
APPL.L,SD,2017-05-11,2017-05-11,ICP5689,Debit,2000,Outright
F.OQ,TD,2017-07-08,2017-07-11,ICP7148,Debit,1700,Outright
GOOGL.OQ,TD,2016-04-15,2016-04-18,ICP5917,Debit,1200,Outright
TSLA.OQ,SD,2017-07-20,2017-07-20,ICP4117,Credit,100,Outright
IBM.N,SD,2017-10-26,2017-10-26,ICP0467,Debit,900,Outright
AMZN.OQ,SD,2017-11-04,2017-11-04,ICP9049,Debit,1000,Outright
IBM.N,TD,2017-07-18,2017-07-21,ICP8859,Debit,1000,Outright
IBM.N,SD,2017-07-27,2017-07-27,ICP2455,Credit,1100,Outright
DIS.L,TD,2016-09-16,2016-09-19,ICP1275,Credit,800,Outright
GOOGL.OQ,SD,2016-05-25,2016-05-25,ICP6809,Debit,1700,Outright
DIS.L,SD,2016-09-28,2016-09-28,ICP0019,Credit,1200,Outright
DIS.N,TD,2017-12-12,2017-12-15,ICP2605,Debit,900,Outright
TSLA.L,SD,2016-01-05,2016-01-05,ICP8754,Credit,700,Outright
TSLA.L,SD,2016-04-25,2016-04-25,ICP3287,Debit,1800,Outright
TSLA.N,SD,2017-05-04,2017-05-04,ICP1410,Debit,100,Outright
F.L,TD,2017-09-27,2017-09-30,ICP0806,Debit,2000,Outright
FB.OQ,TD,2016-06-05,2016-06-08,ICP5968,Debit,100,Outright
AMZN.L,SD,2016-04-21,2016-04-21,ICP7881,Debit,600,Outright
IBM.N,TD,2017-04-21,2017-04-24,ICP3544,Debit,1000,Outright
F.OQ,TD,2017-10-25,2017-10-28,ICP9808,Debit,1300,Outright
F.L,SD,2017-09-13,2017-09-13,ICP8955,Debit,400,Outright
GOOGL.N,TD,2016-08-13,2016-08-16,ICP9633,Credit,1700,Outright
IBM.OQ,TD,2017-10-20,2017-10-23,ICP0830,Debit,500,Outright
FB.N,SD,2017-01-23,2017-01-23,ICP6019,Credit,1400,Outright
AMZN.L,TD,2016-01-03,2016-01-06,ICP7295,Debit,1700,Outright
IBM.N,TD,2016-02-23,2016-02-26,ICP6864,Debit,1000,Outright
F.OQ,TD,2017-06-22,2017-06-25,ICP2275,Debit,700,Outright
AMZN.L,SD,2016-02-19,2016-02-19,ICP9124,Credit,900,Outright
APPL.L,TD,2016-06-25,2016-06-28,ICP3980,Debit,1200,Outright
F.OQ,TD,2017-03-02,2017-03-05,ICP1525,Debit,1000,Outright
FB.OQ,TD,2017-11-24,2017-11-27,ICP0345,Debit,2000,Outright
APPL.OQ,SD,2017-12-21,2017-12-21,ICP5873,Debit,1900,Outright
AMZN.OQ,SD,2016-06-09,2016-06-09,ICP4313,Debit,1000,Outright
AMZN.OQ,TD,2017-02-24,2017-02-27,ICP2226,Credit,1500,Outright
FB.OQ,TD,2016-11-24,2016-11-27,ICP7123,Debit,500,Outright
GOOGL.L,SD,2017-08-06,2017-08-06,ICP4602,Debit,1400,Outright
GOOGL.OQ,SD,2017-10-09,2017-10-09,ICP6225,Credit,100,Outright
FB.N,TD,2016-09-22,2016-09-25,ICP5631,Debit,200,Outright
TSLA.L,TD,2017-05-14,2017-05-17,ICP3068,Debit,2000,Outright
IBM.N,TD,2017-11-03,2017-11-06,ICP1829,Debit,1800,Outright
DIS.L,TD,2017-02-23,2017-02-26,ICP8887,Credit,1200,Outright
APPL.OQ,TD,2017-09-11,2017-09-14,ICP5214,Debit,1800,Outright
DIS.OQ,TD,2017-11-20,2017-11-23,ICP9159,Credit,200,Outright
AMZN.OQ,TD,2017-01-10,2017-01-13,ICP2734,Credit,1100,Outright
APPL.OQ,TD,2016-08-08,2016-08-11,ICP1813,Debit,300,Outright
GOOGL.L,TD,2017-01-06,2017-01-09,ICP2213,Credit,1700,Outright
AMZN.N,TD,2017-04-28,2017-05-01,ICP5040,Credit,1500,Outright
FB.L,SD,2017-04-27,2017-04-27,ICP8836,Credit,200,Outright
DIS.OQ,TD,2016-02-17,2016-02-20,ICP4936,Debit,1600,Outright
IBM.L,SD,2016-03-23,2016-03-23,ICP6783,Credit,200,Outright
GOOGL.N,SD,2017-02-17,2017-02-17,ICP9803,Debit,1400,Outright
F.N,TD,2017-01-09,2017-01-12,ICP4282,Credit,1300,Outright
FB.OQ,TD,2016-01-13,2016-01-16,ICP3441,Debit,1200,Outright
APPL.OQ,TD,2017-03-24,2017-03-27,ICP9386,Credit,200,Outright
FB.OQ,TD,2017-01-06,2017-01-09,ICP7066,Credit,1300,Outright
F.L,SD,2017-10-10,2017-10-10,ICP9161,Credit,2000,Outright
IBM.L,SD,2017-09-21,2017-09-21,ICP8468,Credit,400,Outright
DIS.N,SD,2017-06-17,2017-06-17,ICP5751,Debit,1900,Outright
F.L,TD,2017-01-28,2017-01-31,ICP2460,Debit,1900,Outright
FB.OQ,TD,2017-05-05,2017-05-08,ICP4535,Credit,1400,Outright
TSLA.L,SD,2017-02-10,2017-02-10,ICP9399,Credit,100,Outright
TSLA.N,TD,2017-01-17,2017-01-20,ICP2274,Debit,400,Outright
F.N,SD,2016-02-06,2016-02-06,ICP7143,Credit,1100,Outright
DIS.L,TD,2017-10-02,2017-10-05,ICP9206,Debit,1300,Outright
IBM.N,SD,2016-07-20,2016-07-20,ICP4475,Debit,1400,Outright
IBM.N,TD,2016-01-04,2016-01-07,ICP9668,Debit,800,Outright
TSLA.N,SD,2016-01-04,2016-01-04,ICP5504,Debit,1600,Outright
APPL.N,SD,2017-09-19,2017-09-19,ICP0893,Credit,2000,Outright
APPL.N,SD,2016-06-18,2016-06-18,ICP7646,Credit,1500,Outright
FB.L,SD,2016-06-06,2016-06-06,ICP6777,Debit,400,Outright
IBM.N,TD,2017-10-22,2017-10-25,ICP6424,Debit,1500,Outright
IBM.L,TD,2016-03-09,2016-03-12,ICP1173,Debit,1700,Outright
DIS.OQ,TD,2017-08-10,2017-08-13,ICP7616,Debit,1200,Outright
AMZN.OQ,TD,2017-08-28,2017-08-31,ICP8720,Debit,300,Outright
IBM.L,TD,2017-08-05,2017-08-08,ICP8501,Credit,300,Outright
IBM.N,TD,2017-11-10,2017-11-13,ICP3374,Credit,1100,Outright
GOOGL.N,TD,2016-09-21,2016-09-24,ICP9122,Debit,800,Outright
APPL.N,SD,2016-09-14,2016-09-14,ICP6789,Debit,800,Outright
FB.L,TD,2016-08-12,2016-08-15,ICP5513,Credit,700,Outright
AMZN.L,SD,2017-05-24,2017-05-24,ICP2358,Debit,600,Outright
FB.N,SD,2016-12-04,2016-12-04,ICP3018,Credit,1300,Outright
GOOGL.L,TD,2017-06-02,2017-06-05,ICP7730,Credit,1000,Outright
GOOGL.OQ,TD,2017-08-17,2017-08-20,ICP9794,Credit,1800,Outright
IBM.N,TD,2017-03-25,2017-03-28,ICP3009,Debit,500,Outright
FB.OQ,TD,2017-10-01,2017-10-04,ICP5636,Debit,600,Outright
IBM.OQ,SD,2017-03-21,2017-03-21,ICP5570,Credit,1200,Outright
GOOGL.N,TD,2017-08-11,2017-08-14,ICP0443,Debit,1000,Outright
AMZN.N,SD,2016-03-28,2016-03-28,ICP9751,Debit,900,Outright
TSLA.N,SD,2017-08-04,2017-08-04,ICP5956,Debit,1500,Outright
APPL.N,TD,2016-05-11,2016-05-14,ICP5014,Credit,700,Outright
F.N,SD,2017-03-11,2017-03-11,ICP1771,Credit,1500,Outright
AMZN.N,SD,2016-08-05,2016-08-05,ICP2062,Debit,500,Outright
AMZN.OQ,TD,2016-11-03,2016-11-06,ICP9457,Credit,300,Outright
F.OQ,SD,2016-02-21,2016-02-21,ICP8457,Credit,800,Outright
GOOGL.OQ,SD,2016-09-28,2016-09-28,ICP8791,Credit,1600,Outright
TSLA.OQ,SD,2017-09-27,2017-09-27,ICP1125,Credit,1000,Outright
APPL.OQ,SD,2016-11-17,2016-11-17,ICP4705,Credit,700,Outright
AMZN.N,TD,2017-10-07,2017-10-10,ICP3985,Credit,1300,Outright
TSLA.L,SD,2017-10-13,2017-10-13,ICP2688,Debit,700,Outright
APPL.OQ,TD,2017-08-13,2017-08-16,ICP6035,Debit,900,Outright
AMZN.N,SD,2017-05-09,2017-05-09,ICP8023,Credit,1900,Outright
DIS.N,TD,2017-04-13,2017-04-16,ICP9121,Debit,600,Outright
FB.L,SD,2017-01-12,2017-01-12,ICP4306,Debit,900,Outright
GOOGL.N,SD,2017-03-25,2017-03-25,ICP9289,Credit,1100,Outright
APPL.N,TD,2017-06-16,2017-06-19,ICP4489,Credit,1500,Outright
DIS.L,SD,2017-10-15,2017-10-15,ICP7846,Debit,400,Outright
DIS.N,TD,2017-02-16,2017-02-19,ICP4277,Credit,400,Outright
F.OQ,TD,2017-12-08,2017-12-11,ICP0547,Credit,600,Outright
F.N,TD,2017-10-27,2017-10-30,ICP5751,Credit,1100,Outright
IBM.OQ,TD,2017-03-26,2017-03-29,ICP2347,Debit,1200,Outright
TSLA.OQ,TD,2016-09-26,2016-09-29,ICP8703,Credit,1500,Outright
TSLA.L,TD,2017-03-04,2017-03-07,ICP2520,Credit,500,Outright
APPL.L,TD,2016-03-03,2016-03-06,ICP9033,Credit,1700,Outright
GOOGL.L,SD,2016-07-16,2016-07-16,ICP6425,Debit,700,Outright
F.N,SD,2016-07-25,2016-07-25,ICP2851,Debit,1500,Outright
F.L,SD,2017-03-13,2017-03-13,ICP9713,Debit,1800,Outright
DIS.L,TD,2017-06-25,2017-06-28,ICP2346,Credit,1400,Outright
F.OQ,TD,2017-11-12,2017-11-15,ICP4985,Debit,1700,Outright
AMZN.N,SD,2016-05-03,2016-05-03,ICP4638,Credit,1700,Outright
DIS.L,SD,2016-02-14,2016-02-14,ICP9040,Credit,100,Outright
IBM.L,TD,2017-12-20,2017-12-23,ICP9584,Credit,1500,Outright
IBM.L,SD,2017-04-15,2017-04-15,ICP7152,Debit,1900,Outright
GOOGL.N,SD,2017-05-13,2017-05-13,ICP8778,Debit,1300,Outright
FB.N,TD,2016-07-24,2016-07-27,ICP3633,Debit,1700,Outright
GOOGL.OQ,TD,2016-11-16,2016-11-19,ICP7089,Debit,200,Outright
TSLA.OQ,TD,2017-05-15,2017-05-18,ICP2109,Credit,1100,Outright
DIS.L,SD,2016-08-06,2016-08-06,ICP9116,Debit,1500,Outright
DIS.L,TD,2017-04-12,2017-04-15,ICP0584,Credit,700,Outright
F.L,SD,2017-11-26,2017-11-26,ICP5317,Debit,1800,Outright
APPL.L,SD,2017-03-01,2017-03-01,ICP4867,Credit,1100,Outright
APPL.L,TD,2016-01-22,2016-01-25,ICP8424,Credit,1800,Outright
TSLA.OQ,TD,2016-10-25,2016-10-28,ICP4904,Debit,1400,Outright
IBM.N,TD,2017-02-02,2017-02-05,ICP1452,Credit,2000,Outright
IBM.OQ,SD,2017-05-21,2017-05-21,ICP7979,Debit,1800,Outright
TSLA.N,TD,2016-08-05,2016-08-08,ICP1695,Credit,800,Outright
APPL.OQ,SD,2017-01-21,2017-01-21,ICP4642,Debit,200,Outright
F.L,SD,2017-08-13,2017-08-13,ICP7450,Debit,1100,Outright
TSLA.N,SD,2016-05-15,2016-05-15,ICP0296,Credit,1400,Outright
APPL.L,TD,2016-09-06,2016-09-09,ICP7694,Debit,1400,Outright
AMZN.L,SD,2017-10-01,2017-10-01,ICP4392,Debit,1100,Outright
IBM.N,SD,2016-06-07,2016-06-07,ICP8766,Debit,300,Outright
AMZN.OQ,TD,2016-04-20,2016-04-23,ICP8659,Debit,700,Outright
F.OQ,SD,2017-01-25,2017-01-25,ICP7085,Debit,2000,Outright
APPL.OQ,SD,2016-06-23,2016-06-23,ICP6293,Debit,1700,Outright
GOOGL.OQ,TD,2016-12-14,2016-12-17,ICP6348,Debit,1600,Outright
IBM.N,SD,2016-10-17,2016-10-17,ICP7208,Debit,100,Outright
GOOGL.L,SD,2016-12-10,2016-12-10,ICP4791,Debit,1600,Outright
GOOGL.N,TD,2016-04-13,2016-04-16,ICP0839,Credit,300,Outright
DIS.N,TD,2016-02-06,2016-02-09,ICP9743,Credit,100,Outright
AMZN.N,TD,2017-07-27,2017-07-30,ICP2284,Credit,400,Outright
FB.OQ,SD,2017-05-03,2017-05-03,ICP8277,Credit,1400,Outright
APPL.N,TD,2016-02-11,2016-02-14,ICP9116,Credit,1800,Outright
DIS.OQ,SD,2016-11-16,2016-11-16,ICP7399,Credit,400,Outright
AMZN.L,SD,2016-06-15,2016-06-15,ICP7681,Credit,700,Outright
DIS.N,SD,2017-10-24,2017-10-24,ICP7971,Credit,800,Outright
IBM.OQ,TD,2016-10-14,2016-10-17,ICP7608,Debit,1200,Outright
FB.N,SD,2017-04-28,2017-04-28,ICP5832,Debit,1500,Outright
IBM.OQ,TD,2016-02-25,2016-02-28,ICP1771,Credit,1500,Outright
AMZN.L,TD,2017-11-06,2017-11-09,ICP1178,Debit,300,Outright
F.N,SD,2016-03-10,2016-03-10,ICP1421,Debit,300,Outright
IBM.OQ,TD,2017-11-17,2017-11-20,ICP2452,Credit,1900,Outright
FB.N,TD,2016-06-09,2016-06-12,ICP3146,Debit,400,Outright
IBM.N,TD,2017-04-13,2017-04-16,ICP4122,Debit,100,Outright
AMZN.L,TD,2016-11-20,2016-11-23,ICP8242,Debit,900,Outright
DIS.N,SD,2016-04-26,2016-04-26,ICP7949,Debit,1200,Outright
GOOGL.L,TD,2016-10-21,2016-10-24,ICP1285,Debit,1300,Outright
FB.N,TD,2017-07-20,2017-07-23,ICP0862,Credit,1000,Outright
AMZN.OQ,SD,2017-04-09,2017-04-09,ICP1448,Credit,400,Outright
APPL.OQ,SD,2017-02-16,2017-02-16,ICP2734,Debit,1800,Outright
FB.N,SD,2017-11-03,2017-11-03,ICP3434,Debit,700,Outright
APPL.OQ,TD,2017-01-12,2017-01-15,ICP8777,Credit,1500,Outright
AMZN.OQ,SD,2016-04-09,2016-04-09,ICP5484,Debit,2000,Outright
IBM.N,TD,2016-01-19,2016-01-22,ICP2362,Credit,1100,Outright
IBM.L,SD,2016-09-14,2016-09-14,ICP3452,Debit,2000,Outright
APPL.OQ,SD,2016-03-15,2016-03-15,ICP2101,Debit,1700,Outright
F.OQ,SD,2016-02-17,2016-02-17,ICP4073,Debit,1200,Outright
AMZN.N,SD,2016-12-15,2016-12-15,ICP2027,Debit,2000,Outright
TSLA.OQ,SD,2016-05-13,2016-05-13,ICP9166,Debit,200,Outright
GOOGL.OQ,TD,2017-11-04,2017-11-07,ICP6307,Debit,2000,Outright
TSLA.OQ,SD,2017-11-06,2017-11-06,ICP9642,Debit,200,Outright
IBM.OQ,TD,2016-02-26,2016-02-29,ICP1426,Credit,600,Outright
APPL.L,SD,2016-03-09,2016-03-09,ICP2882,Debit,400,Outright
FB.N,TD,2016-11-15,2016-11-18,ICP3154,Credit,1100,Outright
FB.OQ,TD,2017-04-11,2017-04-14,ICP2551,Credit,500,Outright
APPL.L,TD,2016-04-16,2016-04-19,ICP6565,Debit,200,Outright
APPL.L,TD,2016-12-14,2016-12-17,ICP5944,Debit,1700,Outright
F.L,SD,2017-09-12,2017-09-12,ICP7815,Debit,1300,Outright
GOOGL.N,SD,2016-12-03,2016-12-03,ICP6157,Debit,500,Outright
TSLA.OQ,TD,2017-08-06,2017-08-09,ICP9637,Debit,300,Outright
IBM.N,TD,2016-08-06,2016-08-09,ICP1255,Credit,1000,Outright
FB.N,TD,2017-12-02,2017-12-05,ICP1329,Credit,1500,Outright
FB.OQ,SD,2016-09-15,2016-09-15,ICP4139,Credit,1300,Outright
FB.L,SD,2017-01-16,2017-01-16,ICP6717,Credit,1900,Outright
FB.OQ,SD,2017-01-13,2017-01-13,ICP9790,Credit,800,Outright
GOOGL.OQ,SD,2017-06-19,2017-06-19,ICP8393,Credit,1000,Outright
AMZN.OQ,TD,2016-08-25,2016-08-28,ICP0874,Debit,900,Outright
APPL.OQ,SD,2016-02-03,2016-02-03,ICP1447,Credit,400,Outright
APPL.OQ,SD,2017-11-11,2017-11-11,ICP0769,Debit,1400,Outright
APPL.L,TD,2016-05-21,2016-05-24,ICP4290,Credit,1100,Outright
DIS.OQ,TD,2016-07-27,2016-07-30,ICP4416,Debit,2000,Outright
F.L,SD,2017-05-12,2017-05-12,ICP8191,Debit,1300,Outright
DIS.L,TD,2017-06-15,2017-06-18,ICP4428,Debit,1800,Outright
FB.L,SD,2016-06-11,2016-06-11,ICP5911,Credit,800,Outright
F.L,TD,2016-12-11,2016-12-14,ICP8359,Credit,1400,Outright
FB.OQ,SD,2017-06-03,2017-06-03,ICP5995,Debit,1100,Outright
IBM.L,TD,2016-08-02,2016-08-05,ICP9981,Credit,700,Outright
AMZN.L,TD,2017-03-09,2017-03-12,ICP9412,Debit,800,Outright
TSLA.OQ,TD,2016-08-03,2016-08-06,ICP1346,Credit,900,Outright
F.N,SD,2016-11-21,2016-11-21,ICP5996,Debit,1300,Outright
GOOGL.OQ,SD,2017-12-28,2017-12-28,ICP4866,Credit,800,Outright
APPL.L,TD,2016-03-05,2016-03-08,ICP1210,Credit,400,Outright
GOOGL.N,TD,2017-04-07,2017-04-10,ICP2760,Debit,500,Outright
F.N,SD,2017-11-05,2017-11-05,ICP9245,Debit,500,Outright
IBM.OQ,TD,2017-08-07,2017-08-10,ICP2236,Debit,2000,Outright
DIS.N,SD,2016-12-21,2016-12-21,ICP3738,Credit,1100,Outright
DIS.N,SD,2017-09-13,2017-09-13,ICP4510,Credit,1300,Outright
DIS.OQ,SD,2017-12-16,2017-12-16,ICP0397,Debit,1700,Outright
IBM.OQ,SD,2016-03-17,2016-03-17,ICP6564,Debit,2000,Outright
F.N,TD,2017-03-27,2017-03-30,ICP7520,Credit,1800,Outright
FB.L,TD,2017-02-16,2017-02-19,ICP9812,Debit,1000,Outright
AMZN.OQ,TD,2016-04-07,2016-04-10,ICP4649,Debit,100,Outright
APPL.OQ,TD,2017-09-08,2017-09-11,ICP5952,Debit,900,Outright
IBM.OQ,SD,2016-04-09,2016-04-09,ICP1341,Credit,1100,Outright
IBM.L,TD,2017-05-28,2017-05-31,ICP5782,Credit,700,Outright
DIS.L,TD,2016-11-10,2016-11-13,ICP4131,Debit,1600,Outright
TSLA.OQ,TD,2016-03-25,2016-03-28,ICP4343,Credit,1900,Outright
IBM.N,TD,2016-04-10,2016-04-13,ICP9701,Debit,1400,Outright
TSLA.OQ,SD,2016-06-18,2016-06-18,ICP7787,Debit,500,Outright
FB.L,TD,2017-11-07,2017-11-10,ICP9229,Debit,200,Outright
AMZN.OQ,SD,2017-11-08,2017-11-08,ICP0775,Credit,1000,Outright
FB.OQ,TD,2017-12-01,2017-12-04,ICP0404,Debit,800,Outright
GOOGL.OQ,TD,2016-07-13,2016-07-16,ICP1115,Debit,600,Outright
FB.OQ,SD,2017-11-17,2017-11-17,ICP9666,Credit,1700,Outright
FB.OQ,TD,2016-01-26,2016-01-29,ICP0896,Debit,1000,Outright
APPL.N,SD,2017-03-14,2017-03-14,ICP6727,Debit,900,Outright
FB.OQ,TD,2017-08-28,2017-08-31,ICP1837,Credit,600,Outright
TSLA.OQ,TD,2016-05-08,2016-05-11,ICP1372,Credit,1300,Outright
TSLA.OQ,TD,2017-11-20,2017-11-23,ICP1534,Credit,2000,Outright
AMZN.L,SD,2017-02-17,2017-02-17,ICP5883,Debit,1900,Outright
TSLA.OQ,SD,2016-05-25,2016-05-25,ICP8117,Debit,300,Outright
IBM.N,SD,2016-01-28,2016-01-28,ICP8095,Credit,1200,Outright
IBM.OQ,TD,2016-06-28,2016-07-01,ICP7972,Debit,1800,Outright
AMZN.N,SD,2016-10-22,2016-10-22,ICP6486,Debit,500,Outright
DIS.N,TD,2017-05-15,2017-05-18,ICP3909,Debit,1300,Outright
F.OQ,SD,2017-07-01,2017-07-01,ICP2615,Credit,1400,Outright
TSLA.L,SD,2016-12-20,2016-12-20,ICP3405,Debit,500,Outright
F.N,TD,2016-06-21,2016-06-24,ICP0383,Credit,600,Outright
GOOGL.L,SD,2017-04-17,2017-04-17,ICP6995,Credit,300,Outright
AMZN.L,TD,2016-04-09,2016-04-12,ICP0615,Credit,1000,Outright
F.OQ,SD,2017-06-14,2017-06-14,ICP5496,Credit,1600,Outright
FB.L,SD,2017-08-20,2017-08-20,ICP7984,Debit,700,Outright
TSLA.L,SD,2017-07-14,2017-07-14,ICP2319,Credit,1400,Outright
